Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
PunjabiTrack,testcase409,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Partie de conférence""]",[],"[""owl:Class""]",http://conference_fr#c-4235153-2579033,=,0.0,http://iasted_cn#c-9780526-0642415,"[""会议活动""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase409,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Version finale de contribution""]",[],"[""owl:Class""]",http://conference_fr#c-8831400-7733012,=,0.0,http://iasted_cn#c-7552340-1806375,"[""最后定稿""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""被审稿件""]",[],"[""owl:Class""]",http://conference_cn#c-8410478-8751562,=,0.0,http://conference_fr#c-3084367-5677075,"[""Contribution relue""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""是一个会议部分的主题""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-0380280-2251650,=,0.0,http://conference_fr#op-1353705-7728807,"[""est une thématique d'une partie de la conférence""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""属于一个会议卷册""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-6371378-4913874,=,0.0,http://conference_fr#op-2639797-0754265,"[""appartiennent à un volume de la conférence""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个研讨会教程主题""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-8549749-5268663,=,0.0,http://conference_fr#op-8948115-0076590,"[""a pour sujet d'atelier""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个开始日期""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://conference_cn#ent-7630346-9883552,=,0.0,http://conference_fr#ent-1322311-8227397,"[""est la date de début""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""程序委员会""]",[],"[""owl:Class""]",http://conference_cn#c-8671713-5700321,=,0.0,http://conference_fr#c-4658574-0728050,"[""Comité de programme""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""研讨会主席""]",[],"[""owl:Class""]",http://conference_cn#c-0093779-4365422,=,0.0,http://conference_fr#c-7181719-2780243,"[""Président de session d'atelier""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""指导委员会""]",[],"[""owl:Class""]",http://conference_cn#c-0270768-7415104,=,0.0,http://conference_fr#c-1336674-2865929,"[""Comité de pilotage""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""海报""]",[],"[""owl:Class""]",http://conference_cn#c-4447529-2843211,=,0.0,http://conference_fr#c-8705210-3800827,"[""Poster""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有姓""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://conference_cn#ent-1984692-1981469,=,0.0,http://conference_fr#ent-7382233-4705027,"[""a pour nom""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""评审""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-9587070-4401229,=,0.0,http://conference_fr#op-2238378-0208710,"[""évalue""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""付费申请人""]",[],"[""owl:Class""]",http://conference_cn#c-7714669-1265737,=,0.0,http://conference_fr#c-8800020-1589744,"[""Personne qui a payé les frais d'inscription""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个研讨会教程主席""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-5401439-9644116,=,0.0,http://conference_fr#op-0513714-7671198,"[""a pour président d'atelier""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""属于审稿人""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-6399796-7234456,=,0.0,http://conference_fr#op-4156752-4223282,"[""appartient au relecteur""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个审稿意见""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-7550186-5195018,=,0.0,http://conference_fr#op-5735678-0526614,"[""a pour relecteur""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议通知""]",[],"[""owl:Class""]",http://conference_cn#c-9117676-5296944,=,0.0,http://conference_fr#c-0058408-0509068,"[""Annonce de conférence""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""征集参与者通知""]",[],"[""owl:Class""]",http://conference_cn#c-9800107-1420273,=,0.0,http://conference_fr#c-0505228-7772365,"[""Appel à participation""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""属于一个审稿参考""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-5218980-5192208,=,0.0,http://conference_fr#op-6725516-5770009,"[""appartient à une préférence du relecteur""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个主题或者投稿""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-7836525-8578059,=,0.0,http://conference_fr#op-9675107-2328349,"[""a pour thématique ou pour soumission""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""论文""]",[],"[""owl:Class""]",http://conference_cn#c-2629069-4055824,=,0.0,http://conference_fr#c-7085569-5090093,"[""Article""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""出版商""]",[],"[""owl:Class""]",http://conference_cn#c-8705165-8496652,=,0.0,http://conference_fr#c-2418755-3836869,"[""Editeur""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议""]",[],"[""owl:Class""]",http://conference_cn#c-8850526-1216914,=,0.0,http://conference_fr#c-6346146-1101677,"[""Conférence""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""拒收稿件""]",[],"[""owl:Class""]",http://conference_cn#c-2303811-8542745,=,0.0,http://conference_fr#c-7736576-4995728,"[""Contribution rejetée""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个结束日期""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://conference_cn#ent-5187609-1034391,=,0.0,http://conference_fr#ent-3719181-4152351,"[""est la date de fin""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个摘要""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-3928862-8242891,=,0.0,http://conference_fr#op-6141826-6467869,"[""a pour résumé""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""是投至""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-8058561-5048213,=,0.0,http://conference_fr#op-2808907-5569378,"[""est soumis à""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议论文集""]",[],"[""owl:Class""]",http://conference_cn#c-5080162-2301751,=,0.0,http://conference_fr#c-6492740-3728346,"[""Actes de conférence""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""书面投稿""]",[],"[""owl:Class""]",http://conference_cn#c-3342436-6821881,=,0.0,http://conference_fr#c-3773041-2375414,"[""Contribution écrite""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""曾是一个程序委员会""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-7944512-1327128,=,0.0,http://conference_fr#op-6297251-8022265,"[""a été un comité de programme de""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个投稿""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-8212064-4806744,=,0.0,http://conference_fr#op-5578210-4492687,"[""a pour soumission""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""曾是一个委员会""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-9598412-4424297,=,0.0,http://conference_fr#op-5556180-5095656,"[""a été un comité de""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""被动与会者""]",[],"[""owl:Class""]",http://conference_cn#c-1991023-0606800,=,0.0,http://conference_fr#c-2084218-8560350,"[""Participant passif de conférence""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""主题""]",[],"[""owl:Class""]",http://conference_cn#c-8854326-1086163,=,0.0,http://conference_fr#c-6304664-2224275,"[""Thématique""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""是会议卷册的一部分""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-6861253-2110670,=,0.0,http://conference_fr#op-7483997-8755722,"[""fait partie du volume de conférence""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有轨道""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-7598149-3025987,=,0.0,http://conference_fr#op-6541374-7303964,"[""a pour session""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个名字""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://conference_cn#ent-1286720-8897226,=,0.0,http://conference_fr#ent-3890718-4885513,"[""a pour nom""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""委员会""]",[],"[""owl:Class""]",http://conference_cn#c-1222165-4711193,=,0.0,http://conference_fr#c-8044009-5566916,"[""Comité""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个出版商""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-1318161-8398469,=,0.0,http://conference_fr#op-2194019-8353303,"[""a pour éditeur""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个委员会联合主席""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-5935467-6641785,=,0.0,http://conference_fr#op-3526861-0927697,"[""a pour co-président de comité""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""人员""]",[],"[""owl:Class""]",http://conference_cn#c-0303892-1814191,=,0.0,http://conference_fr#c-3342042-5675432,"[""Personne""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有重要日期""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-1661707-5491515,=,0.0,http://conference_fr#op-6200464-0318923,"[""a pour date importante""]",[],"[""owl:FunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个度""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://conference_cn#ent-9631123-7009536,=,0.0,http://conference_fr#ent-8875092-9962629,"[""a pour degré""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""与会者信息""]",[],"[""owl:Class""]",http://conference_cn#c-5544763-2634309,=,0.0,http://conference_fr#c-7683334-8493671,"[""Information aux participants""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""投稿第一作者""]",[],"[""owl:Class""]",http://conference_cn#c-4815562-5367679,=,0.0,http://conference_fr#c-8651899-7755040,"[""Premier auteur de contribution""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有部分""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-0771447-6124635,=,0.0,http://conference_fr#op-9156376-2836070,"[""a pour partie""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""被分配给审稿参考""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",http://conference_cn#op-2718258-8311810,=,0.0,http://conference_fr#op-3589519-7329921,"[""a été attribué à une préférence de relecture""]",[],"[""owl:InverseFunctionalProperty"",""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""邀请联合审稿人""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-6110385-9428205,=,0.0,http://conference_fr#op-0752860-5946080,"[""invite le co-relecteur""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""征文启事""]",[],"[""owl:Class""]",http://conference_cn#c-0948243-2990012,=,0.0,http://conference_fr#c-1945295-6393215,"[""Appel à communication""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""投稿""]",[],"[""owl:Class""]",http://conference_cn#c-8190505-2879219,=,0.0,http://conference_fr#c-9316260-0696558,"[""Contribution soumise""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""投稿合作作者""]",[],"[""owl:Class""]",http://conference_cn#c-9905617-7890958,=,0.0,http://conference_fr#c-2137518-8698390,"[""Co-auteur de contribution""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""研讨会""]",[],"[""owl:Class""]",http://conference_cn#c-6926672-9037231,=,0.0,http://conference_fr#c-2878924-9221030,"[""Atelier""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""主动与会者""]",[],"[""owl:Class""]",http://conference_cn#c-5868151-1672428,=,0.0,http://conference_fr#c-6786365-7588161,"[""Participant actif de conférence""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""组委会""]",[],"[""owl:Class""]",http://conference_cn#c-2095635-3901454,=,0.0,http://conference_fr#c-9103455-5114652,"[""Comité d'organisation""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""是由之作""]",[],"[""owl:ObjectProperty""]",http://conference_cn#op-1825246-2369809,=,0.0,http://conference_fr#op-3698651-5158247,"[""est dispensé par""]",[],"[""owl:ObjectProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""长摘要""]",[],"[""owl:Class""]",http://conference_cn#c-1324196-0860261,=,0.0,http://conference_fr#c-4135905-5575108,"[""Résumé étendu""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个摘要投稿日期""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://conference_cn#ent-4352115-8489633,=,0.0,http://conference_fr#ent-4001541-0511634,"[""est la date de soumission de résumé""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个专长""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",http://conference_cn#ent-6771303-1107489,=,0.0,http://conference_fr#ent-1195828-0745715,"[""a pour expertise""]",[],"[""owl:DatatypeProperty"",""owl:FunctionalProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""组织""]",[],"[""owl:Class""]",http://conference_cn#c-1709978-2912032,=,0.0,http://conference_fr#c-6866513-3300009,"[""Frais d'inscription""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""重要日期""]",[],"[""owl:Class""]",http://conference_cn#c-7581058-6321066,=,0.0,http://conference_fr#c-5192496-5925964,"[""Date importante""]",[],"[""owl:Class""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""有一个地点""]",[],"[""owl:DatatypeProperty""]",http://conference_cn#ent-3051261-2960041,=,0.0,http://conference_fr#ent-3291105-8417598,"[""a pour lieu""]",[],"[""owl:DatatypeProperty""]",true,false negative
PunjabiTrack,testcase405,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""会议网站""]",[],"[""owl:Class""]",http://conference_cn#c-9459674-9618383,=,0.0,http://conference_fr#c-3295405-8377717,"[""Conférence www""]",[],"[""owl:Class""]",true,false negative
